fecha_nacimiento,sexo,localidad_nacimiento,lugar_nacimiento,fecha_fallecimiento,localidad_fallecimiento,lugar_fallecimiento
1992-06-18,1,Canelones,2,,,
1992-11-12,8,Soriano,2,,,
1992-10-02,2,Colonia,9,,,
1992-09-17,1,Durazno,2,1995-10-28,Flores,9
1992-10-16,8,Río Negro,8,,,
1992-08-16,8,Lavalleja,9,,,
1992-08-30,1,Cerro Largo,3,,,
1992-08-18,1,Maldonado,8,,,
1992-02-19,1,Lavalleja,8,,,
1992-05-27,1,Soriano,1,,,
1992-06-07,2,Cerro Largo,8,,,
1992-01-12,1,Soriano,3,2011-03-08,Paysandú,9
1992-05-07,1,Soriano,9,2023-10-24,Cerro Largo,9
1992-10-07,2,Colonia,2,2011-04-20,Soriano,9
1992-07-22,2,Tacuarembó,1,,,
1992-02-06,9,Río Negro,1,2024-02-07,Lavalleja,2
1992-12-17,2,Tacuarembó,9,,,
1992-01-02,1,Artigas,2,2000-03-21,Montevideo,1
1992-11-12,2,Canelones,8,2008-09-16,Cerro Largo,2
1992-04-15,2,Paysandú,1,,,
1992-04-12,1,Paysandú,3,1996-02-29,Florida,2
1992-09-10,9,Tacuarembó,8,,,
1992-01-03,9,Cerro Largo,8,,,
1992-10-15,1,Río Negro,2,,,
1992-05-14,1,San José,3,,,
1992-12-30,2,Artigas,8,,,
1992-10-11,2,Cerro Largo,1,,,
1992-09-17,8,Florida,2,1996-02-17,Canelones,1
1992-05-21,2,Florida,1,,,
1992-05-09,1,Tacuarembó,2,,,
1992-10-21,1,Treinta y Tres,2,2019-01-19,Lavalleja,9
1992-10-23,8,Soriano,3,,,
1992-02-25,1,Montevideo,1,,,
1992-07-18,1,Rocha,9,,,
1992-07-14,8,Paysandú,9,,,
1992-09-30,9,Soriano,1,2017-05-09,Paysandú,9
1992-11-12,9,Durazno,2,,,
1992-12-07,2,Rocha,9,2004-03-26,San José,8
1992-09-04,1,Maldonado,1,2023-08-07,Artigas,9
1992-11-13,1,Flores,3,2024-05-07,Colonia,3
1992-03-15,2,Rocha,9,1998-02-02,Lavalleja,2
1992-08-27,8,Colonia,2,2015-02-15,Tacuarembó,3
1992-09-12,1,Rocha,2,2014-05-06,Salto,1
1992-12-17,9,Treinta y Tres,1,,,
1992-12-31,8,Lavalleja,2,1996-07-16,Paysandú,3
1992-11-14,1,Cerro Largo,3,2007-05-19,Flores,2
1992-03-02,8,Florida,2,2010-01-03,Montevideo,2
1992-11-29,2,Montevideo,3,,,
1992-10-15,2,Tacuarembó,8,,,
1992-03-19,9,Canelones,2,2023-09-23,San José,8
1992-09-01,8,Tacuarembó,1,,,
1992-09-09,1,Flores,9,,,
1992-06-07,1,San José,1,,,
1992-06-16,1,Florida,3,,,
1992-10-08,8,San José,8,1996-01-22,Durazno,2
1992-09-21,1,Soriano,8,,,
1992-05-21,1,Paysandú,1,,,
1992-07-13,1,Flores,8,,,
1992-06-02,1,Flores,3,,,
1992-12-27,1,Durazno,3,1994-02-17,Flores,2
1992-05-25,9,Lavalleja,8,,,
1992-01-25,8,Tacuarembó,3,,,
1992-09-01,1,Maldonado,3,,,
1992-05-05,1,Rocha,2,2019-04-12,Treinta y Tres,9
1992-05-24,1,Paysandú,9,2015-05-27,San José,8
1992-07-17,1,Río Negro,8,,,
1992-07-19,8,Flores,9,,,
1992-06-11,2,Soriano,8,1994-09-16,Durazno,9
1992-11-02,2,Canelones,8,,,
1992-11-08,1,Artigas,8,,,
1992-09-13,1,San José,2,2003-05-14,Rocha,1
1992-08-21,1,Cerro Largo,2,,,
1992-10-24,1,Tacuarembó,8,,,
1992-11-21,2,Soriano,8,2018-09-26,San José,3
1992-06-24,2,Maldonado,9,,,
1992-08-17,1,Paysandú,8,2015-08-23,Las Piedras,1
1992-10-08,8,Colonia,9,,,
1992-09-30,1,Canelones,8,,,
1992-04-03,9,Tacuarembó,9,2022-09-02,Las Piedras,3
1992-08-08,8,Las Piedras,9,,,
1992-01-30,9,San José,3,,,
1992-03-05,1,Durazno,9,,,
1992-09-07,1,Artigas,1,2009-12-18,San José,2
1992-08-24,2,Treinta y Tres,9,2025-03-26,Lavalleja,3
1992-03-24,2,Florida,1,,,
1992-04-22,1,Río Negro,3,,,
1992-10-11,9,Rivera,8,,,
1992-05-26,1,Artigas,9,1999-12-17,Las Piedras,9
1992-01-29,9,Maldonado,3,2000-10-07,Montevideo,1
1992-08-18,9,Rivera,3,,,
1992-08-14,1,Durazno,8,,,
1992-10-15,8,Paysandú,1,,,
1992-06-23,9,Paysandú,9,,,
1992-04-28,1,Rocha,8,2005-12-08,Río Negro,9
1992-08-20,1,Montevideo,2,,,
1992-07-15,9,Cerro Largo,2,,,
1992-04-19,1,Canelones,8,2017-04-04,Río Negro,2
1992-12-10,2,Treinta y Tres,3,,,
1992-03-26,8,Florida,1,,,
1992-05-10,9,San José,3,,,
1992-03-12,1,Tacuarembó,2,,,
1992-12-08,1,Colonia,8,1993-12-02,Tacuarembó,1
1992-11-08,2,Las Piedras,1,,,
1992-11-06,2,Cerro Largo,2,,,
1992-07-23,2,Colonia,9,,,
1992-01-30,1,Artigas,2,,,
1992-11-03,9,Durazno,3,,,
1992-09-07,9,Paysandú,1,,,
1992-10-20,1,Lavalleja,1,,,
1992-01-09,1,Salto,8,2018-02-28,Rocha,9
1992-07-24,8,Colonia,9,2017-11-14,Colonia,8
1992-02-15,1,Colonia,9,,,
1992-03-25,1,Canelones,9,2023-02-07,Salto,2
1992-12-06,1,Maldonado,2,2011-07-01,Treinta y Tres,8
1992-10-16,8,Treinta y Tres,9,2001-05-08,Artigas,1
1992-02-25,9,Cerro Largo,1,1992-11-21,Salto,2
1992-05-13,9,Treinta y Tres,8,,,
1992-07-24,2,Lavalleja,3,,,
1992-12-26,1,Rivera,8,,,
1992-05-20,8,Durazno,2,,,
1992-11-03,9,Maldonado,9,,,
1992-12-14,1,Rivera,3,2015-01-16,Montevideo,8
1992-03-23,1,Florida,2,,,
1992-09-18,1,Las Piedras,3,,,
1992-08-16,2,Artigas,9,,,
1992-02-23,1,Flores,2,1993-11-01,Florida,9
1992-02-11,2,Las Piedras,3,,,
1992-03-28,8,Soriano,8,,,
1992-08-29,1,Tacuarembó,2,,,
1992-04-18,2,Flores,3,2004-07-22,Rocha,3
1992-06-24,1,Río Negro,2,,,
1992-03-05,2,Florida,2,2015-05-02,Las Piedras,3
1992-11-28,1,Cerro Largo,8,,,
1992-10-27,8,Rivera,3,,,
1992-08-02,1,Durazno,9,,,
1992-12-16,1,Colonia,1,2008-04-15,Rocha,8
1992-01-03,9,Florida,8,,,
1992-03-16,8,Soriano,9,,,
1992-02-21,9,Montevideo,9,1993-09-03,Canelones,9
1992-08-09,2,Las Piedras,3,1997-07-13,Tacuarembó,1
1992-07-16,2,Salto,1,,,
1992-12-20,1,Flores,2,,,
1992-09-14,2,Rivera,3,,,
1992-11-03,2,Durazno,8,2006-12-28,Flores,8
1992-09-05,1,Durazno,3,,,
1992-08-03,2,Salto,8,2025-05-05,San José,9
1992-04-24,9,Colonia,9,,,
1992-06-19,9,Lavalleja,3,,,
1992-01-12,2,Maldonado,9,1998-12-12,Tacuarembó,3
1992-06-19,8,Paysandú,8,,,
1992-12-07,1,Montevideo,3,,,
1992-10-22,2,Las Piedras,3,2014-04-06,Montevideo,3
1992-01-14,2,Artigas,8,2024-03-14,Maldonado,2
1992-12-23,1,Canelones,9,,,
1992-01-07,1,Cerro Largo,1,,,
1992-01-04,9,Artigas,1,2015-05-17,Rocha,3
1992-04-30,2,Colonia,3,2017-06-04,Paysandú,1
1992-11-23,1,Lavalleja,8,,,
1992-05-31,2,Artigas,1,2022-12-21,Canelones,3
1992-12-04,1,Durazno,3,,,
1992-12-14,1,San José,9,2003-05-30,Paysandú,1
1992-02-24,1,Las Piedras,2,1993-08-06,Salto,3
1992-06-29,1,Cerro Largo,9,,,
1992-12-26,1,Tacuarembó,9,2011-02-13,Montevideo,3
1992-04-10,2,Florida,3,,,
1992-10-10,1,Flores,3,2007-04-12,Tacuarembó,1
1992-12-20,1,Las Piedras,2,,,
1992-12-17,1,Montevideo,9,,,
1992-02-16,2,Treinta y Tres,2,,,
1992-06-16,8,Tacuarembó,8,,,
1992-07-22,9,Soriano,2,,,
1992-12-20,2,Tacuarembó,9,,,
1992-03-14,1,Montevideo,2,2004-12-03,Durazno,2
1992-05-16,1,Rocha,3,,,
1992-12-24,2,Montevideo,8,1994-05-01,Maldonado,2
1992-03-01,8,Colonia,9,2007-07-01,Paysandú,9
1992-03-04,8,Soriano,9,,,
1992-01-17,2,San José,1,1996-03-17,Canelones,9
1992-12-24,2,Florida,3,,,
1992-03-01,9,Rivera,3,,,
1992-01-28,1,Treinta y Tres,9,,,
1992-12-13,2,Las Piedras,1,,,
1992-05-17,9,Lavalleja,1,,,
1992-03-31,1,Flores,8,2007-01-15,Cerro Largo,1
1992-04-15,1,Flores,9,1993-06-01,Durazno,8
1992-03-29,1,Artigas,3,2006-05-12,Tacuarembó,9
1992-08-12,2,Rocha,2,1995-04-28,Cerro Largo,2
1992-05-29,1,Florida,2,,,
1992-12-25,9,Flores,2,1994-12-06,Montevideo,3
1992-07-14,1,Artigas,8,1998-06-19,Maldonado,3
1992-04-22,2,Rivera,9,,,
1992-02-11,2,Lavalleja,8,,,
1992-08-24,9,Soriano,8,,,
1992-10-06,1,San José,8,,,
1992-06-07,1,Durazno,1,,,
1992-12-29,8,Florida,9,,,
1992-06-21,1,Artigas,9,,,
1992-05-10,2,Maldonado,9,,,
1992-03-31,9,Lavalleja,8,,,
1992-02-16,8,Salto,8,,,
1992-10-30,9,Canelones,9,2005-08-12,Flores,9
1992-01-30,1,Río Negro,2,,,
1992-03-11,2,Tacuarembó,3,,,
1992-08-06,9,Treinta y Tres,8,2012-05-28,Tacuarembó,9
1992-08-17,8,Maldonado,3,,,
1992-10-18,8,Soriano,2,,,
1992-11-04,1,Cerro Largo,3,,,
1992-08-26,1,Canelones,1,,,
1992-08-22,1,Colonia,2,,,
1992-01-17,1,Maldonado,3,,,
1992-05-19,8,Artigas,8,,,
1992-03-01,2,Artigas,8,,,
1992-08-09,2,Florida,9,1993-05-06,Artigas,3
1992-05-16,1,Treinta y Tres,1,2010-04-22,Paysandú,3
1992-05-16,1,Treinta y Tres,3,,,
1992-11-26,1,Treinta y Tres,9,,,
1992-03-23,1,Rivera,8,,,
1992-05-31,2,Treinta y Tres,8,2009-05-15,Durazno,2
1992-05-02,1,Lavalleja,1,2002-04-16,Lavalleja,2
1992-06-02,2,San José,1,,,
1992-08-07,1,Maldonado,2,,,
1992-07-21,1,Soriano,3,2013-12-08,Maldonado,1
1992-10-19,1,Cerro Largo,9,2008-02-21,Lavalleja,2
1992-11-01,9,Treinta y Tres,1,,,
1992-10-19,1,Maldonado,8,2007-04-04,Salto,1
1992-02-09,9,Las Piedras,8,,,
1992-03-08,8,Rivera,2,,,
1992-06-23,2,Lavalleja,2,2011-02-09,Lavalleja,2
1992-12-18,1,Maldonado,3,,,
1992-03-31,1,Maldonado,3,2012-05-15,Salto,8
1992-09-25,9,Cerro Largo,1,2010-12-28,Artigas,8
1992-02-29,2,Soriano,9,,,
1992-04-20,9,Rivera,1,,,
1992-05-19,1,Maldonado,1,,,
1992-08-23,2,Río Negro,8,2011-03-16,Salto,3
1992-06-19,2,Rivera,8,1994-04-12,Tacuarembó,8
1992-12-10,8,Florida,8,,,
1992-12-18,9,Florida,8,,,
1992-03-14,1,Canelones,8,,,
1992-04-13,1,Montevideo,3,,,
1992-06-05,1,Flores,1,,,
1992-12-09,1,Flores,9,,,
1992-01-02,1,Paysandú,2,,,
1992-09-14,1,Cerro Largo,3,1995-05-14,Canelones,8
1992-07-20,1,Artigas,1,,,
1992-08-13,2,Flores,8,,,
1992-07-01,1,Maldonado,1,,,
1992-01-15,8,Flores,3,,,
1992-08-20,1,Paysandú,9,,,
1992-09-23,9,Rocha,8,2010-12-13,Cerro Largo,2
1992-03-14,1,Colonia,2,2016-05-24,Cerro Largo,1
1992-09-24,1,Montevideo,8,,,
1992-04-09,1,Maldonado,1,,,
1992-12-29,9,Las Piedras,1,2019-09-30,Soriano,8
1992-06-29,9,Flores,3,2002-02-24,Montevideo,1
1992-09-03,8,Montevideo,2,,,
1992-07-23,1,Salto,8,,,
1992-11-15,9,Montevideo,8,,,
1992-07-17,9,Colonia,8,2010-11-26,Tacuarembó,9
1992-12-23,1,Montevideo,3,,,
1992-04-06,2,Lavalleja,3,,,
1992-06-02,9,Paysandú,3,2013-10-02,Salto,9
1992-09-13,1,Rivera,2,,,
1992-06-07,8,Flores,9,1997-06-10,Lavalleja,1
1992-11-27,2,Cerro Largo,2,,,
1992-06-09,1,Soriano,2,,,
1992-05-22,1,Colonia,2,2015-01-27,Montevideo,3
1992-07-16,9,Río Negro,8,,,
1992-01-07,1,Tacuarembó,8,,,
1992-06-28,2,Artigas,9,,,
1992-05-23,9,Colonia,8,1993-08-27,Soriano,3
1992-01-13,1,Rocha,1,2010-06-13,Flores,8
1992-04-11,9,Flores,1,,,
1992-08-25,1,Canelones,3,,,
1992-09-28,2,Florida,1,2025-07-31,Treinta y Tres,1
1992-03-13,2,Tacuarembó,1,,,
1992-12-16,2,Soriano,3,,,
1992-09-28,2,Salto,2,,,
1992-03-18,1,Soriano,9,2002-11-23,Artigas,1
1992-02-11,1,Rivera,1,,,
1992-08-13,2,San José,8,,,
1992-10-04,2,Cerro Largo,2,,,
1992-07-31,1,San José,3,,,
1992-05-04,8,Lavalleja,8,,,
1992-10-29,2,Flores,2,2011-04-26,Salto,1
1992-04-28,1,Artigas,3,1993-08-30,Treinta y Tres,1
1992-01-29,8,Soriano,1,2007-10-02,Cerro Largo,3
1992-03-28,2,Río Negro,9,,,
1992-08-28,2,Florida,9,,,
1992-05-20,1,Rocha,3,,,
1992-11-26,2,Rocha,3,,,
1992-01-02,8,Cerro Largo,1,,,
1992-12-08,9,Paysandú,8,,,
1992-08-27,2,Cerro Largo,1,,,
1992-05-25,1,Soriano,2,,,
1992-05-12,9,Rocha,3,2024-08-11,Las Piedras,1
1992-01-13,1,Soriano,3,,,
1992-03-16,8,Durazno,8,2018-07-22,Soriano,2
1992-04-16,1,Flores,8,1996-08-23,Rivera,8
1992-04-13,2,Soriano,8,2000-12-29,Canelones,3
1992-10-12,2,Rivera,2,1999-01-29,Rocha,1
1992-04-23,1,Colonia,1,,,
1992-08-27,2,Canelones,8,2009-11-15,Rocha,2
1992-04-02,2,Tacuarembó,9,,,
1992-04-24,1,Durazno,9,,,
1992-04-28,1,Florida,9,,,
1992-01-05,1,Paysandú,3,2016-06-07,Artigas,9
1992-07-10,2,Lavalleja,8,2025-07-09,Rivera,1
1992-06-25,2,Durazno,3,2023-04-15,Paysandú,3
1992-11-03,1,Colonia,9,,,
1992-09-02,8,Soriano,8,,,
1992-07-14,2,Flores,8,2020-11-30,Tacuarembó,9
1992-12-11,2,Artigas,2,,,
1992-07-07,9,Salto,2,2023-09-06,Rocha,3
1992-09-14,1,Lavalleja,2,2014-12-19,Las Piedras,2
1992-03-21,9,Florida,8,,,
1992-09-21,1,San José,9,2004-07-23,Flores,3
1992-02-28,1,Soriano,1,,,
1992-08-04,2,Paysandú,1,,,
1992-02-06,1,Las Piedras,3,,,
1992-03-31,2,Tacuarembó,8,,,
1992-11-16,2,Rivera,9,,,
1992-06-29,1,Soriano,8,,,
1992-03-22,1,Soriano,9,,,
1992-07-14,1,Florida,8,,,
1992-05-23,1,Maldonado,9,,,
1992-09-25,9,Salto,2,,,
1992-12-04,9,Lavalleja,1,,,
1992-03-13,8,Rivera,8,,,
1992-08-18,8,Las Piedras,3,,,
1992-04-07,2,Florida,8,2020-05-18,Río Negro,3
1992-04-07,8,Cerro Largo,3,2016-12-19,Flores,3
1992-02-03,2,San José,8,2023-02-25,Durazno,9
1992-08-03,1,Flores,2,,,
1992-10-21,2,Montevideo,8,2011-03-21,Lavalleja,3
1992-05-22,2,Flores,9,,,
1992-11-30,9,Lavalleja,3,,,
1992-09-20,1,Lavalleja,9,,,
1992-12-12,1,Montevideo,2,,,
1992-06-01,2,Soriano,8,2001-11-01,Soriano,9
1992-01-24,9,San José,8,,,
1992-02-12,1,Durazno,8,2008-06-29,San José,9
1992-07-07,1,Las Piedras,1,,,
1992-05-25,1,Maldonado,1,2005-10-30,San José,3
1992-12-07,1,Las Piedras,1,2009-09-01,Florida,8
1992-06-07,2,Durazno,2,,,
1992-05-23,1,Rivera,3,,,
1992-11-25,2,Río Negro,9,,,
1993-07-05,2,Las Piedras,2,2018-02-13,Las Piedras,2
1993-04-08,1,Tacuarembó,8,1996-02-26,Colonia,3
1993-06-18,1,Las Piedras,1,,,
1993-04-30,2,Cerro Largo,1,,,
1993-04-30,8,Cerro Largo,3,2008-02-25,Río Negro,2
1993-03-12,1,Durazno,9,2010-12-03,Cerro Largo,1
1993-01-03,1,Lavalleja,1,2012-06-10,Montevideo,3
1993-12-18,1,Cerro Largo,1,2020-07-01,Rocha,9
1993-02-16,1,Florida,9,,,
1993-01-23,9,Artigas,2,,,
1993-01-04,1,Río Negro,9,2006-12-29,Rivera,2
1993-05-11,9,Treinta y Tres,1,2004-12-08,Las Piedras,2
1993-10-29,1,Artigas,3,,,
1993-10-18,2,Las Piedras,3,,,
1993-08-10,1,Cerro Largo,2,,,
1993-04-05,1,Treinta y Tres,1,,,
1993-04-20,1,Salto,8,,,
1993-01-01,2,Rivera,3,1999-03-13,Artigas,9
1993-09-10,1,Río Negro,8,2009-08-01,Montevideo,9
1993-08-20,2,Artigas,8,,,
1993-01-03,2,Las Piedras,3,2023-02-27,Lavalleja,2
1993-04-28,8,Paysandú,1,,,
1993-11-02,9,San José,2,2014-12-04,Florida,3
1993-11-03,1,Tacuarembó,2,2015-05-13,Canelones,8
1993-06-05,2,San José,1,,,
1993-01-02,1,Canelones,3,,,
1993-07-02,9,Cerro Largo,8,,,
1993-02-09,9,Paysandú,3,,,
1993-12-05,1,Florida,3,,,
1993-10-11,1,Treinta y Tres,9,2017-03-13,Artigas,9
1993-01-18,2,Las Piedras,3,,,
1993-12-03,8,Colonia,1,,,
1993-04-21,9,Durazno,2,,,
1993-02-15,9,Treinta y Tres,2,,,
1993-10-26,1,Las Piedras,1,2004-06-16,Treinta y Tres,9
1993-07-22,1,Treinta y Tres,1,2014-05-26,Florida,1
1993-03-21,2,Las Piedras,9,,,
1993-07-05,2,San José,2,2012-03-03,Paysandú,3
1993-04-02,2,Salto,8,,,
1993-05-13,1,Cerro Largo,1,,,
1993-03-22,1,Canelones,2,2015-05-05,Tacuarembó,9
1993-02-22,1,Montevideo,9,2020-01-09,Rocha,3
1993-05-27,2,San José,3,,,
1993-05-03,1,Paysandú,9,2015-03-10,Río Negro,9
1993-11-15,1,Flores,8,,,
1993-11-07,8,Rivera,9,,,
1993-01-07,2,Maldonado,8,2017-12-27,Flores,3
1993-05-09,2,Soriano,1,,,
1993-11-25,1,San José,1,,,
1993-04-27,2,Montevideo,2,1993-10-08,Soriano,8
1993-05-30,1,Florida,3,2023-01-07,Soriano,1
1993-09-22,8,Lavalleja,1,,,
1993-06-24,1,Rocha,3,2018-09-27,Salto,2
1993-11-14,9,Artigas,2,,,
1993-01-20,2,Maldonado,8,,,
1993-06-23,2,Salto,3,,,
1993-08-13,1,Rivera,8,,,
1993-05-17,1,Cerro Largo,8,1999-01-01,Tacuarembó,3
1993-05-19,1,Rivera,3,2005-11-05,Lavalleja,2
1993-02-26,2,Durazno,2,,,
1993-11-13,1,Durazno,9,1994-04-15,Durazno,2
1993-07-03,1,Flores,2,,,
1993-09-16,1,Treinta y Tres,8,2005-05-15,Rivera,2
1993-08-04,9,Tacuarembó,1,,,
1993-07-24,1,Florida,3,,,
1993-11-02,9,Durazno,1,2010-02-21,Las Piedras,1
1993-07-08,2,Río Negro,3,2018-08-15,Soriano,3
1993-12-24,1,Río Negro,2,2018-08-31,Florida,1
1993-06-17,1,Río Negro,2,2013-08-27,Maldonado,8
1993-08-02,1,Colonia,9,,,
1993-02-20,2,Cerro Largo,3,,,
1993-11-10,2,Flores,2,2002-09-24,San José,3
1993-12-03,9,Lavalleja,8,,,
1993-08-19,1,Florida,3,,,
1993-10-31,1,Maldonado,9,2014-09-22,Rivera,2
1993-10-10,1,Cerro Largo,9,2003-11-04,Paysandú,9
1993-03-05,1,Treinta y Tres,9,,,
1993-03-08,2,Florida,3,,,
1993-04-23,2,Treinta y Tres,9,2007-09-09,Paysandú,1
1993-05-24,2,Maldonado,3,2020-03-08,Tacuarembó,1
1993-01-18,2,Paysandú,1,2016-10-04,Flores,2
1993-08-20,1,Canelones,3,,,
1993-03-28,2,Rocha,2,1994-12-16,Montevideo,1
1993-08-23,1,Montevideo,1,1997-02-06,Soriano,8
1993-11-15,1,Flores,8,2023-11-06,Treinta y Tres,9
1993-11-11,1,Paysandú,8,,,
1993-01-13,1,Durazno,2,,,
1993-02-12,8,Treinta y Tres,9,2011-08-11,Flores,1
1993-04-14,9,Artigas,8,,,
1993-11-26,1,Las Piedras,8,,,
1993-12-10,2,Salto,2,2021-03-05,Rocha,2
1993-02-17,9,Maldonado,8,,,
1993-11-18,9,Paysandú,9,,,
1993-05-01,1,Montevideo,1,,,
1993-05-09,9,Rivera,9,,,
1993-07-11,8,Florida,8,,,
1993-02-28,9,Montevideo,1,2015-06-18,Montevideo,1
1993-09-23,1,Montevideo,8,,,
1993-11-30,1,Durazno,1,,,
1993-10-08,2,Lavalleja,8,,,
1993-03-11,2,Soriano,2,,,
1993-02-17,1,Las Piedras,8,2006-08-09,Flores,1
1993-01-31,1,Rivera,1,,,
1993-10-31,2,Treinta y Tres,1,,,
1993-04-16,1,Canelones,1,2014-04-13,Rocha,2
1993-02-23,2,Tacuarembó,1,,,
1993-10-09,1,Paysandú,9,,,
1993-03-01,1,Tacuarembó,1,2016-10-23,Lavalleja,2
1993-10-07,9,Artigas,8,,,
1993-01-02,2,Montevideo,8,1999-02-28,Maldonado,2
1993-09-03,1,Río Negro,1,2003-11-15,Flores,8
1993-12-05,2,Flores,3,2002-12-27,Las Piedras,8
1993-07-27,2,Canelones,3,1999-07-13,Salto,9
1993-12-30,1,Montevideo,9,,,
1993-05-10,1,Cerro Largo,8,2014-12-16,Soriano,8
1993-08-10,8,Flores,3,,,
1993-06-14,1,Lavalleja,9,1995-06-08,Maldonado,3
1993-12-17,1,Montevideo,8,2004-10-02,Artigas,2
1993-04-10,1,Las Piedras,9,1999-12-09,Rivera,3
1993-12-21,9,Maldonado,2,,,
1993-08-14,1,Durazno,2,2017-01-06,Tacuarembó,9
1993-03-22,2,Treinta y Tres,9,2007-01-18,Durazno,9
1993-04-09,2,Las Piedras,1,,,
1993-02-17,8,Cerro Largo,3,,,
1993-07-18,1,Soriano,1,2009-11-12,Salto,9
1993-06-09,2,Salto,1,1996-08-21,Rocha,2
1993-11-06,1,Florida,2,,,
1993-10-19,1,Treinta y Tres,2,1995-11-30,Durazno,3
1993-06-14,1,Soriano,3,,,
1993-05-01,8,Maldonado,8,2024-04-27,Rocha,1
1993-01-29,1,Maldonado,8,2010-11-18,Treinta y Tres,1
1993-03-23,9,Artigas,9,,,
1993-10-04,2,Río Negro,9,,,
1993-12-30,2,Colonia,3,2024-08-29,Treinta y Tres,2
1993-05-28,2,Artigas,2,,,
1993-11-27,9,Flores,9,1998-02-09,Soriano,3
1993-04-19,8,Rivera,1,2011-03-27,Florida,2
1993-05-06,2,Durazno,2,,,
1993-01-23,1,Montevideo,8,,,
1993-04-27,9,Treinta y Tres,1,,,
1993-10-16,2,Las Piedras,2,2018-05-15,Rocha,8
1993-03-24,1,Las Piedras,3,,,
1993-05-20,2,Rocha,8,,,
1993-10-23,1,Durazno,8,1997-09-09,Rivera,3
1993-03-05,2,San José,2,,,
1993-04-10,9,Tacuarembó,3,,,
1993-10-25,1,Salto,3,1999-12-05,Río Negro,2
1993-12-18,1,Colonia,2,,,
1993-06-10,2,San José,9,1995-10-31,Artigas,2
1993-12-08,8,Soriano,1,,,
1993-04-07,2,Cerro Largo,2,2017-09-21,Flores,9
1993-09-04,1,San José,8,,,
1993-10-08,1,Rivera,3,1996-09-26,Las Piedras,9
1993-01-24,8,Flores,9,,,
1993-03-23,2,Rocha,8,,,
1993-07-22,1,Paysandú,8,,,
1993-11-24,8,Treinta y Tres,1,,,
1993-03-25,8,San José,9,,,
1993-12-01,8,Lavalleja,1,2002-09-26,Lavalleja,2
1993-07-12,2,Salto,9,,,
1993-03-13,1,Cerro Largo,8,,,
1993-07-25,1,Treinta y Tres,8,2003-12-23,Maldonado,9
1993-06-27,2,San José,3,,,
1993-09-11,2,Río Negro,8,,,
1993-02-22,2,Flores,3,1999-08-02,Treinta y Tres,9
1993-07-08,1,Artigas,3,,,
1993-09-01,2,Maldonado,1,,,
1993-11-22,2,San José,1,2007-12-31,Río Negro,9
1993-12-29,1,Tacuarembó,3,1998-07-13,Florida,3
1993-05-25,1,Treinta y Tres,1,2018-03-24,Soriano,8
1993-09-04,2,Rivera,2,,,
1993-01-21,2,Flores,8,,,
1993-03-05,2,Salto,1,,,
1993-09-02,2,Salto,2,,,
1993-09-23,1,Colonia,1,2008-08-27,Cerro Largo,8
1993-11-01,1,Montevideo,8,,,
1993-03-25,1,Río Negro,9,,,
1993-07-14,1,Maldonado,1,,,
1993-10-24,1,Soriano,1,2020-01-20,Río Negro,1
1993-01-17,2,Tacuarembó,2,,,
1993-07-15,1,Lavalleja,9,,,
1993-07-25,2,Maldonado,1,2014-01-02,Florida,1
1993-07-29,9,Las Piedras,9,,,
1993-11-16,2,Lavalleja,3,,,
1993-03-22,1,Soriano,9,2011-12-21,Las Piedras,9
1993-01-28,2,Paysandú,1,,,
1993-04-01,9,Durazno,8,,,
1993-01-21,1,Durazno,2,2004-07-25,Canelones,9
1993-12-12,2,Paysandú,1,2014-10-08,Durazno,2
1993-06-10,1,Montevideo,8,,,
1993-06-30,8,Montevideo,2,,,
1993-09-14,9,Treinta y Tres,3,,,
1993-10-22,2,Durazno,3,,,
1993-02-01,2,Montevideo,2,2024-07-29,Soriano,3
1993-07-30,1,Flores,9,,,
1993-11-19,9,Cerro Largo,3,,,
1993-05-27,8,Colonia,1,2008-04-21,Lavalleja,8
1993-02-04,8,Florida,9,,,
1993-04-18,1,Artigas,9,,,
1993-08-20,8,Durazno,2,,,
1993-12-02,9,Colonia,8,,,
1993-07-21,8,Montevideo,8,,,
1993-08-11,1,Maldonado,1,1996-06-26,Salto,1
1993-02-06,2,Canelones,8,1994-04-22,Rocha,9
1993-08-23,1,Rivera,2,,,
1993-09-26,1,Las Piedras,3,,,
1993-03-01,9,Cerro Largo,1,,,
1993-08-31,9,Canelones,9,,,
1993-09-10,9,Durazno,9,,,
1993-02-22,2,Lavalleja,9,,,
1993-02-13,2,Treinta y Tres,9,,,
1993-11-23,9,Artigas,1,,,
1993-07-11,1,Las Piedras,8,,,
1993-09-04,1,Canelones,2,,,
1993-06-20,1,Las Piedras,1,,,
1993-03-26,1,San José,2,2012-05-03,Rivera,2
1993-09-19,2,Canelones,1,,,
1993-04-17,1,Flores,8,1996-05-11,Paysandú,8
1993-10-27,2,Durazno,9,2011-02-17,Tacuarembó,1
1993-06-24,2,Paysandú,2,,,
1993-02-22,1,Colonia,9,,,
1993-08-20,1,Montevideo,8,2007-02-18,Tacuarembó,8
1993-02-07,8,Florida,2,,,
1993-07-15,2,San José,1,,,
1993-11-08,9,Salto,9,1998-06-30,Maldonado,2
1993-03-10,2,Río Negro,9,,,
1993-09-17,1,San José,8,2007-02-15,Colonia,2
1993-09-28,8,San José,8,,,
1993-09-08,2,Durazno,1,,,
1993-12-15,2,Tacuarembó,3,2005-02-06,Colonia,1
